area	bbox_area	convex_area	solidity	perimeter	euler_number	centroid_0	centroid_1	eccentricity	equivalent_diameter	feret_diameter_max	major_axis_length	minor_axis_length	orientation	mean_intensity	max_intensity	total_area	entropy	obj_intensity_sum	total_intensity_sum	distance_bin_0	distance_bin_1	distance_bin_2	distance_bin_3	distance_bin_4	distance_bin_5	distance_bin_6	distance_bin_7	distance_bin_8	distance_bin_9	patchID	patchsize	object_size	celltype
916	1260	967	0.947259566	118.8111832	1	40.4989083	39.91593886	0.309503764	34.15095054	37.10795063	35.09462625	33.37141754	0.674453186	89.23908297	148	916	5.682186567	81743	176952	5627	126	114	104	94	158	60	51	38	28	54	80	4.5	4.5um
1265	1848	1390	0.910071942	163.5746391	1	39.6743083	39.81818182	0.392664598	40.13287959	44.55333882	42.10552204	38.72368	-1.462657254	62.90355731	108	1265	5.523742152	79573	149410	5325	160	140	249	112	104	163	62	45	40	55	80	4.5	4.5um
1092	1600	1202	0.908485857	140.1604256	1	40.35347985	40.38827839	0.311118597	37.2877672	41.78516483	38.46037748	36.55163107	1.484809463	73.29304029	128	1092	5.482604853	80036	156265	5477	145	129	226	96	87	139	47	32	22	56	80	4.5	4.5um
739	1147	829	0.891435464	129.4325035	1	39.67388363	39.53044655	0.633345949	30.67448489	38.32753579	35.2280556	27.26189287	-1.28308193	60.49526387	99	739	5.058809372	44706	107170	5661	156	118	101	85	75	66	53	40	45	57	80	4.5	4.5um
801	1122	906	0.88410596	131.2964646	1	40.20599251	39.60174782	0.357310704	31.93532332	35.84689666	33.33568003	31.1350444	-1.104981294	65.22846442	110	801	5.040532628	52248	103131	5764	117	101	90	82	70	58	48	37	33	58	80	4.5	4.5um
688	1054	778	0.884318766	117.5330086	1	39.94767442	39.56686047	0.37651938	29.59710808	34.05877273	30.95056098	28.67287026	0.56975276	62.8255814	102	689	5.074951697	43263	102878	5711	138	110	92	82	74	65	50	41	37	59	80	4.5	4.5um
712	992	772	0.922279793	109.7756493	1	40.04775281	39.78230337	0.30352329	30.10891157	33.28663395	31.01222678	29.54919459	0.630355583	93.16713483	153	712	5.143130617	66335	133054	5819	111	99	88	77	64	53	42	29	18	60	80	4.5	4.5um
993	1444	1087	0.913523459	130.4680374	1	39.53977845	40.4572004	0.156445072	35.55737431	39.29376541	35.91944803	35.47715968	1.4831244	74.64753273	133	994	5.365587469	74171	139989	5565	130	121	212	91	78	118	43	27	15	61	80	4.5	4.5um
825	1190	944	0.873940678	152.746212	0	39.59757576	39.46787879	0.304689532	32.41022407	36.40054945	33.54304567	31.94813173	1.159865725	64.47878788	113	825	5.193426664	53195	114662	5757	136	101	90	79	68	58	49	37	25	62	80	4.5	4.5um
1206	1892	1401	0.860813704	173.6812409	0	39.97512438	39.72885572	0.373190109	39.18579961	45.3431362	41.16584624	38.19181529	1.085821338	66.23880597	120	1211	5.692953262	80111	165753	5404	165	135	226	97	88	144	55	43	43	63	80	4.5	4.5um
773	1088	861	0.897793264	123.2609307	1	40.43984476	39.96119017	0.425271732	31.37218781	35.22782991	33.14894551	30.00197417	1.558380606	75.13324709	129	774	5.310499244	58125	139325	5777	117	100	91	80	71	59	44	32	29	64	80	4.5	4.5um
848	1225	928	0.913793103	123.5685425	1	39.99764151	39.69457547	0.326049871	32.85889733	36.76955262	33.96909899	32.11277503	1.029364703	76.39386792	130	851	5.385199432	64918	131349	5697	122	109	96	86	144	58	40	28	20	65	80	4.5	4.5um
1152	1892	1348	0.854599407	179.0243866	0	40.34461806	39.98784722	0.251190044	38.29845892	44.40720662	39.44151524	38.17693303	1.133814592	62.22395833	108	1153	5.744299933	71724	147205	5461	158	132	223	93	84	139	54	36	20	66	80	4.5	4.5um
724	1155	872	0.830275229	132.2253967	0	39.97375691	40.10359116	0.525079595	30.36157819	36.05551275	33.47226817	28.48667837	-1.344357343	61.75552486	108	730	4.949087544	44941	103838	5837	115	96	83	74	63	51	39	26	16	67	80	4.5	4.5um
965	1406	1052	0.91730038	134.9177849	1	39.63523316	40.25492228	0.245011656	35.05247724	38.32753579	35.8340482	34.74183117	0.747040237	68.6373057	120	965	5.311524505	66235	127878	5594	136	118	106	94	158	64	55	41	34	68	80	4.5	4.5um
868	1260	945	0.918518519	131.4325035	0	40.12788018	40.24654378	0.198371022	33.24412617	36.67424164	33.76607338	33.09504023	0.245878712	77.70276498	134	868	5.326528135	67446	126332	5685	124	110	99	90	144	57	42	30	19	69	80	4.5	4.5um
933	1332	1023	0.91202346	130.8467171	1	39.59271168	40.50696677	0.218869429	34.46639661	38.91015292	35.05200757	34.20214206	-0.970848335	60.59378349	106	936	5.141022857	56647	112757	5622	132	117	105	96	156	60	49	34	29	70	80	4.5	4.5um
844	1190	913	0.924424973	128.01829	0	40.36611374	39.70616114	0.39627066	32.78130833	36.76955262	34.42611108	31.60777411	-1.210852081	75.9028436	130	844	5.720751878	64062	145483	5709	126	111	98	87	74	62	54	43	36	71	80	4.5	4.5um
1502	2115	1655	0.90755287	189.7878426	0	39.56790945	40.39613848	0.283552947	43.73106214	48.46648326	44.88704312	43.04472545	-0.683653273	45.78561917	80	1505	5.337438777	68862	119633	5124	172	292	132	235	95	164	68	93	25	72	80	4.5	4.5um
784	1120	856	0.91588785	121.6040764	1	40.00765306	40.23214286	0.355675715	31.59461668	35.90264614	32.89919195	30.74789502	0.152849097	65.52806122	116	790	4.927395065	51636	101471	5761	116	102	93	82	74	65	48	36	23	73	80	4.5	4.5um
935	1406	1034	0.904255319	142.1248917	1	39.80320856	40.23208556	0.427077977	34.50331831	39.05124838	36.52266823	33.02433708	-0.640708075	68.42352941	117	947	5.252703238	64481	116641	5632	136	118	106	93	80	72	61	49	53	74	80	4.5	4.5um
996	1480	1107	0.899728997	153.2964646	-1	40.2811245	39.55120482	0.510558767	35.61104585	41.76122604	38.68399139	33.26215383	-1.156897764	57.17369478	103	999	5.259391842	57056	119356	5595	146	123	106	96	154	59	48	38	35	75	80	4.5	4.5um
1399	2162	1592	0.878768844	200.8233765	-2	40.22944961	40.04860615	0.527123583	42.20500116	50.53711507	46.40701359	39.43615283	-0.764553625	52.01286633	86	1422	5.705717706	73647	157486	5248	186	159	265	114	104	163	61	49	51	76	80	4.5	4.5um
693	960	784	0.883928571	123.01829	-3	39.82539683	39.81673882	0.513697764	29.70446102	35.35533906	32.3606565	27.7645118	1.086794605	76.4992785	126	694	5.096643972	53063	114081	5706	152	110	94	82	73	63	51	38	31	77	80	4.5	4.5um
1029	1520	1144	0.899475524	146.4386002	0	40.06802721	40.44412051	0.256574955	36.19618062	40.79215611	37.16580387	35.92165391	-0.564425653	67.7473275	123	1034	5.468215233	69924	134822	5548	142	126	211	88	79	118	42	28	18	78	80	4.5	4.5um
1166	1968	1349	0.864343958	171.9594155	-1	39.59519726	39.80102916	0.549589713	38.53047248	48.50773134	42.6718062	35.64950785	1.278453335	57.70154374	104	1171	5.515202874	67471	146814	5449	156	136	118	107	186	78	66	50	54	79	80	4.5	4.5um
872	1365	1005	0.867661692	147.9533188	1	41.08486239	35.22591743	0.519907235	33.32063749	40.26164428	36.46584398	31.14995268	1.140995963	63.99541284	111	1026	5.620120576	65401	163172	5613	166	136	112	98	83	69	51	35	37	80	80	4.5	4.5um
895	1296	996	0.898594378	139.4680374	-1	40.33631285	39.70502793	0.326506804	33.75721245	37.69615365	34.96141281	33.04534738	-0.517624429	80.02681564	137	895	5.549816163	71624	146354	5672	128	104	96	84	143	58	48	36	31	81	80	4.5	4.5um
895	1295	972	0.920781893	129.0538239	1	40.28156425	39.50055866	0.538899032	33.75721245	39	36.98745383	31.15713501	-0.641190888	90.54301676	154	895	5.540084464	81036	156668	5659	127	113	102	94	81	71	58	46	49	82	80	4.5	4.5um
1574	2303	1787	0.88080582	215.7523087	0	39.79161372	40.02795426	0.573095636	44.76694141	53.90732789	49.87656788	40.87327351	-0.67119843	57.63659466	101	1587	5.788852865	91227	162491	5088	181	311	140	123	217	90	135	52	63	83	80	4.5	4.5um
1049	1560	1198	0.875626043	157.9888527	1	40.0943756	40.50142993	0.333494962	36.54624854	42.05948169	37.97584558	35.80179988	-0.921762949	50.5386082	91	1050	5.221889197	53048	111945	5539	148	123	206	88	78	119	40	32	27	84	80	4.5	4.5um
1417	2208	1648	0.859830097	206.9949494	-1	40.4156669	39.70007057	0.48212106	42.4756452	50.59644256	45.89880191	40.21215185	-1.064108088	55.87367678	101	1447	5.815645472	80356	161281	5236	182	300	128	113	187	78	112	37	27	85	80	4.5	4.5um
1217	1764	1314	0.926179604	154.3675324	0	40.14708299	40.3820871	0.240341247	39.364102	43.17406629	40.13446698	38.95806392	-0.576207557	76.21446179	134	1217	5.598556884	92753	167879	5367	155	258	114	106	176	69	101	32	22	86	80	4.5	4.5um
1268	1845	1426	0.889200561	179.0243866	0	37.58438486	40.47160883	0.50593228	40.1804398	46.23851209	43.63695358	37.64006677	-1.275636291	59.51656151	109	1324	5.773907696	78012	154388	5321	182	151	242	106	95	161	59	43	40	87	80	4.5	4.5um
1646	2304	1812	0.908388521	202.4446968	0	40.55285541	40.25030377	0.291438738	45.77938718	50.11985634	47.14115145	45.09473026	0.902438182	60.62150668	102	1646	5.684931721	99783	176092	4996	357	155	268	115	195	156	62	81	15	88	80	4.5	4.5um
650	928	729	0.891632373	112.4974747	1	40.14923077	40.05692308	0.439753717	28.76813696	32.984845	30.53277964	27.42205133	-1.548051894	67.19230769	110	654	4.902314073	43838	99365	5882	102	89	79	70	60	48	35	22	13	89	80	4.5	4.5um
1549	2256	1665	0.93033033	189.7878426	-1	39.7850226	39.72885733	0.332673735	44.40999949	49.47726751	45.92593979	43.31008943	-0.68106864	55.12911556	103	1549	5.515805049	85395	148413	5075	180	307	138	237	104	171	69	92	27	90	80	4.5	4.5um
1102	1722	1239	0.889426957	159.7817459	-1	39.61887477	40.36842105	0.451243218	37.45810965	42.57933771	40.00962914	35.70463335	-0.536095567	64.48911071	123	1105	5.618133493	71199	140073	5497	142	124	214	94	86	138	53	35	17	91	80	4.5	4.5um
941	1482	1121	0.839429081	183.6101731	-1	40.23910733	39.89798087	0.540654292	34.61384711	40.71854614	38.49166754	32.38091797	-0.580610036	72.11795962	124	943	5.880599814	67962	169092	5681	143	112	102	94	143	54	37	20	14	92	80	4.5	4.5um
797	1188	898	0.88752784	122.6751442	1	39.7553325	39.50188206	0.51719697	31.85548488	37.64306045	34.64468099	29.65121839	-0.860588807	67.7816813	114	800	5.09774299	54153	106603	5753	118	103	93	83	74	64	53	36	23	93	80	4.5	4.5um
794	1147	886	0.896162528	129.1898628	1	40.34130982	39.84382872	0.670206334	31.7954745	41.23105626	37.31079716	27.69113433	-0.474523577	75.10453401	125	794	5.25106871	59633	124031	5762	121	102	89	80	70	59	50	41	26	94	80	4.5	4.5um
849	1190	913	0.929901424	124.2609307	1	40.19552415	40.43580683	0.12269939	32.87826597	36.40054945	33.18392635	32.9331847	0.040577211	80.58657244	135	850	5.662236275	68467	152522	5700	127	111	97	86	139	54	41	30	15	95	80	4.5	4.5um
915	1254	1024	0.893554688	138.7106781	1	39.90054645	40.37923497	0.459359267	34.1323041	39.44616585	36.65336023	32.55736788	-1.450308238	65.36939891	113	915	5.259359503	59813	122296	5650	136	115	97	86	147	60	48	34	27	96	80	4.5	4.5um
1092	1521	1196	0.913043478	152.8172798	-1	39.88369963	40.02197802	0.506028779	37.2877672	42.80186912	40.39711093	34.84317853	0.834728075	76.67032967	137	1097	5.474777865	83963	162161	5496	143	125	216	95	83	138	49	33	22	97	80	4.5	4.5um
642	900	719	0.892906815	117.2964646	1	39.42211838	40.28504673	0.281074124	28.59055417	32.01562119	29.46359813	28.27580445	0.682233962	70.80841121	110	730	5.30692144	49731	116429	5670	179	136	109	86	68	55	46	31	20	98	80	4.5	4.5um
731	1088	840	0.870238095	129.9827561	1	40.31737346	40.2872777	0.428550651	30.50800071	36.05551275	32.4019551	29.27574184	-0.540218877	73.32421341	117	731	5.302334035	53600	126725	5669	152	115	100	89	78	65	54	40	38	99	80	4.5	4.5um
715	990	760	0.940789474	104.6690476	1	39.59020979	39.91188811	0.439106035	30.17227659	33.73425559	31.91389374	28.67256695	-1.122502167	119.9258741	198	715	5.790508957	85747	175062	5807	112	102	90	80	69	57	43	24	16	0	80	6	6um
730	992	774	0.943152455	111.7401154	1	39.87945205	40.48767123	0.452764803	30.48712626	34.0147027	32.37087858	28.86284604	-0.745921069	112.6438356	191	730	5.370625362	82230	157372	5801	112	104	90	78	70	56	42	29	18	1	80	6	6um
637	870	676	0.942307692	101.1543289	1	39.78492936	39.67974882	0.377474919	28.47900262	31.32091953	29.67578827	27.48036777	-1.063682786	147.3029827	244	637	5.327526028	93832	170801	5763	121	104	92	81	72	62	50	33	22	2	80	6	6um
657	900	681	0.964757709	95.49747468	1	40.31811263	39.79908676	0.334452273	28.92262749	31.32091953	29.83647246	28.11827026	-0.907289647	147.6727549	231	657	5.531545895	97021	190275	5743	116	107	95	86	73	63	51	38	28	3	80	6	6um
725	1023	771	0.940337224	110.7756493	0	39.52689655	40.31172414	0.408358098	30.3825389	33.52610923	31.88576605	29.1060228	-1.294979727	150.7172414	235	725	5.578921238	109270	189405	5809	110	100	88	80	68	56	43	28	18	4	80	6	6um
673	930	706	0.95325779	97.49747468	1	39.59583952	39.6077266	0.438255747	29.27268716	31.95309062	30.93761766	27.80828757	-0.771065362	115.9479941	184	673	5.195723551	78033	149473	5727	118	108	99	87	74	61	52	39	35	5	80	6	6um
663	900	684	0.969298246	95.49747468	1	40.33031674	40.23831071	0.404302167	29.05439413	31.38470965	30.43044479	27.83245999	-0.672984984	139.3800905	221	663	5.299404652	92409	174142	5737	116	108	94	86	75	64	53	37	30	6	80	6	6um
635	870	661	0.960665658	94.08326112	1	39.79527559	39.74015748	0.31090309	28.43425946	30.59411708	29.19504177	27.74818273	-0.828687225	156.6992126	237	635	5.315839221	99504	190107	5765	113	104	95	83	72	60	48	34	26	7	80	6	6um
670	900	700	0.957142857	98.32590181	1	39.64328358	40.35820896	0.443050221	29.20737056	32.31098884	30.91601529	27.7161086	-0.924411998	143.4686567	228	670	5.349260152	96124	174183	5730	118	106	98	85	75	64	53	39	32	8	80	6	6um
637	899	668	0.953592814	95.49747468	1	40.21507064	40.19937206	0.407966742	28.47900262	31.78049716	29.85039054	27.25331073	-1.236645445	162.5259027	255	637	5.52537805	103529	193114	5763	116	106	93	82	72	59	47	33	29	9	80	6	6um
631	900	661	0.954614221	96.08326112	1	39.56893819	39.53724247	0.408431896	28.34456125	31.32091953	29.75859951	27.16331623	-1.196208609	164.4167987	249	632	5.272811518	103841	184869	5768	116	105	96	82	74	61	48	31	19	10	80	6	6um
603	812	627	0.961722488	92.08326112	1	40.13432836	40.04311774	0.305611437	27.70854463	30.08321791	28.45473025	27.09335113	-1.019617626	161.6351575	241	603	5.755274294	97466	235799	5797	111	100	90	81	72	60	45	29	15	11	80	6	6um
749	1056	783	0.956577267	103.9827561	1	40.36448598	40.43658211	0.327440705	30.881328	33.73425559	31.86026196	30.10386082	-1.522202228	144.1989319	241	749	5.272941265	108005	173429	5779	115	104	95	84	71	56	43	33	20	12	80	6	6um
610	841	642	0.950155763	95.98275606	1	39.82131148	39.95409836	0.178129059	27.8689096	30.08321791	28.13830921	27.68829698	-1.366810174	162.4590164	243	610	6.067400628	99100	232750	5790	117	98	88	80	72	58	45	31	21	13	80	6	6um
647	840	672	0.962797619	95.01219331	1	40.46367852	40.3446677	0.352552002	28.70167217	31.32091953	29.69899557	27.79208911	-1.406241729	165.8098918	251	647	5.259616176	107279	192058	5753	112	104	95	85	73	64	50	37	27	14	80	6	6um
684	961	720	0.95	101.7401154	1	40.39473684	40.04678363	0.445029351	29.51094456	33.12099032	31.25126234	27.98600494	-0.954725201	124.2748538	200	684	5.333773831	85004	169747	5716	123	108	98	86	77	65	52	38	37	15	80	6	6um
766	1056	802	0.955112219	104.5685425	1	39.63968668	40.30287206	0.32591089	31.22981734	33.54101966	32.15190255	30.39642452	1.374086155	144.7610966	218	766	5.213862104	110887	180729	5760	112	103	92	82	74	59	49	36	33	16	80	6	6um
631	870	663	0.95173454	94.32590181	1	39.91917591	39.65768621	0.329438898	28.34456125	31.32091953	29.23954463	27.60730251	-1.168460647	166.6529319	246	631	5.269785899	105158	194661	5769	115	105	94	84	72	58	47	34	22	17	80	6	6um
649	900	684	0.948830409	96.66904756	1	39.71956857	39.93374422	0.259665035	28.7459991	31.04834939	29.29914026	28.29414304	-1.165909225	165.6887519	248	649	5.268068374	107532	192472	5751	114	102	94	86	76	63	49	34	31	18	80	6	6um
585	784	607	0.963756178	89.254834	1	40.1982906	39.57094017	0.227084168	27.29185105	29.12043956	27.70275963	26.9790288	-1.010755584	149.2837607	228	585	5.132824946	87331	159608	5815	108	100	89	79	68	56	42	28	15	19	80	6	6um
711	961	752	0.945478723	102.7401154	1	39.91139241	40.40365682	0.483026367	30.08776024	33.61547263	32.20499953	28.1988846	-0.739100827	116.6118143	190	711	5.271240989	82911	158672	5689	125	110	100	90	78	67	55	43	43	20	80	6	6um
664	870	697	0.952654232	99.01219331	1	40.09337349	40.49096386	0.280286205	29.07629718	31.04834939	29.7199498	28.52866952	1.544545367	163.253012	248	665	5.296840332	108494	192439	5735	116	106	97	86	75	63	50	39	33	21	80	6	6um
760	1023	806	0.94292804	109.254834	1	40.25394737	39.80131579	0.39077127	31.1072669	34.20526275	32.49273909	29.90917036	1.211562746	144.2460526	218	760	5.488354294	109627	192685	5767	115	104	92	82	72	59	48	36	25	22	80	6	6um
568	756	590	0.962711864	88.42640687	1	40.36267606	39.93838028	0.124059183	26.89237924	28.86173938	27.03505027	26.82619965	0.522475458	154.6478873	237	568	4.918030515	87840	154695	5832	106	98	86	77	66	55	42	27	11	23	80	6	6um
772	1023	813	0.949569496	109.9827561	1	39.69948187	40.47279793	0.390423021	31.35188876	34.20526275	32.72547652	30.12823794	1.151546608	144.2681347	224	772	5.37754061	111375	183220	5760	113	104	92	84	75	59	46	35	32	24	80	6	6um
623	870	666	0.935435435	97.91168825	1	40.25682183	39.55698234	0.142144663	28.16430784	30.3644529	28.36122282	28.07323997	-0.763915107	125.1380417	201	623	5.029029928	77961	127334	5777	117	100	90	81	68	59	48	35	25	25	80	6	6um
604	870	640	0.94375	93.49747468	1	40.00662252	39.87913907	0.307348852	27.73151069	30.41381265	28.49067004	27.11163364	1.395350895	131.0629139	205	604	4.995523527	79162	130560	5796	113	102	92	79	69	57	44	31	17	26	80	6	6um
662	899	705	0.939007092	104.7045815	0	39.83232628	40.34138973	0.33368673	29.03247455	31.40063694	30.00053574	28.2810257	-1.153209994	126.021148	194	662	4.911938689	83426	140705	5738	128	106	94	82	73	61	49	39	30	27	80	6	6um
700	990	736	0.951086957	102.9116882	1	39.56428571	40.46571429	0.467653174	29.85410661	33.54101966	31.82872372	28.13379237	-1.346498731	154.24	237	700	5.566111137	107968	191430	5700	123	109	100	90	79	65	53	38	43	28	80	6	6um
609	870	635	0.959055118	91.74011537	1	39.96387521	39.72577997	0.28875141	27.84605686	31.04834939	28.54363812	27.32779636	1.474689875	143.5878489	224	609	5.043613179	87445	142293	5791	114	101	92	82	72	60	44	44	0	29	80	6	6um
682	992	735	0.927891156	104.5685425	1	39.99120235	39.68475073	0.404155975	29.46776832	32.75667871	30.91600144	28.27855993	-1.0351274	137.6451613	228	682	5.462872254	93874	172323	5718	127	110	98	87	76	61	50	38	35	30	80	6	6um
749	1089	803	0.932752179	111.3614357	1	40.24432577	39.98798398	0.434056379	30.881328	35.11409973	32.64834388	29.41242641	-0.869109341	108.0547397	182	749	5.404595187	80933	155728	5783	113	102	92	81	72	58	44	32	23	31	80	6	6um
709	960	743	0.954239569	100.9116882	1	39.20874471	38.80394922	0.451568995	30.04541291	33.24154028	31.86418781	28.43038195	-1.162860324	159.3667137	241	713	5.854652067	113406	214024	5811	110	100	92	77	67	57	42	27	17	32	80	6	6um
642	841	671	0.956780924	97.254834	1	40.20872274	40.06542056	0.356251899	28.59055417	31.01612484	29.63263228	27.68843389	-0.789336461	151.305296	238	642	5.510588346	97138	190034	5758	115	101	92	84	74	62	50	36	28	33	80	6	6um
627	870	651	0.963133641	99.39696962	0	39.90909091	40.09090909	0.344325687	28.25457829	30.8058436	29.25044855	27.46179139	-1.05925548	157.6794258	243	627	5.412223788	98865	206016	5773	124	118	118	116	97	54	0	0	0	34	80	6	6um
751	1088	811	0.926017263	113.3969696	0	40.27696405	39.6045273	0.478621633	30.92253059	34.71310992	33.09163259	29.05515694	-0.469347039	101.8748336	166	751	5.186376404	76508	136715	5783	115	101	91	80	70	60	46	33	21	35	80	6	6um
694	1023	741	0.9365722	103.118795	1	39.85302594	39.96397695	0.343604142	29.72588508	33.73425559	30.7738551	28.900176	-0.681459532	106.8847262	174	695	5.178723601	74241	128694	5705	127	109	97	87	76	67	54	43	35	36	80	6	6um
646	928	694	0.930835735	101.4619408	1	39.57275542	39.8126935	0.380224802	28.67948301	32.55764119	29.97390537	27.7226883	-1.202435412	126.3405573	211	646	5.07314052	81616	142499	5754	119	107	95	86	75	61	49	32	22	37	80	6	6um
665	899	699	0.951359084	98.91168825	1	40.09172932	39.86165414	0.451553127	29.09818374	32.01562119	30.86871245	27.54243071	-1.374657583	162.6887218	247	665	5.293499184	108188	186872	5735	117	106	98	89	76	63	51	38	27	38	80	6	6um
595	840	629	0.945945946	93.49747468	1	39.95966387	40.42689076	0.283420173	27.52412631	30.41381265	28.18661867	27.03084982	-1.088082665	144.9596639	228	595	5.747689754	86251	209531	5805	112	99	88	80	70	57	47	42	0	39	80	6	6um
640	868	678	0.943952802	98.91168825	1	40.328125	40.203125	0.45034756	28.54598586	32.01562119	30.28794821	27.04269552	-1.193358342	145.3828125	233	640	5.212610219	93045	164574	5760	118	105	93	83	72	59	50	60	0	40	80	6	6um
763	1023	809	0.943139679	109.1543289	1	40.1559633	39.96461337	0.334472133	31.16860235	34.4818793	32.17020034	30.31737827	1.493657299	144.7785059	226	763	5.314268001	110466	177613	5768	114	102	92	82	74	62	46	34	26	41	80	6	6um
615	840	644	0.954968944	93.49747468	1	40.38861789	40.37886179	0.327438204	27.98289335	30.41381265	28.82572598	27.23663853	-1.241611348	169.6357724	255	615	5.374588469	104326	204434	5785	112	100	90	81	72	60	46	33	21	42	80	6	6um
598	812	621	0.962962963	90.08326112	1	40.33779264	39.7458194	0.153239186	27.59342762	29.61418579	27.80136892	27.4730105	-1.091293093	161.048495	242	598	5.078125281	96307	170726	5802	110	102	89	80	68	57	41	30	21	43	80	6	6um
616	870	651	0.946236559	96.08326112	1	39.89448052	39.72402597	0.203052377	28.00563443	30.6757233	28.37720799	27.78605051	-0.797503063	125.788961	211	616	4.979814293	77486	128403	5784	114	104	92	81	70	57	47	34	17	44	80	6	6um
717	960	744	0.963709677	98.91168825	1	39.81171548	39.63598326	0.386223635	30.21444611	32.75667871	31.48506574	29.04198752	-1.439801898	151.2398884	230	717	5.370260566	108439	183652	5803	110	100	89	80	66	56	44	32	20	45	80	6	6um
716	961	746	0.959785523	99.49747468	1	39.80307263	40.04329609	0.316985395	30.19336871	32.31098884	31.02854302	29.42841405	1.355091158	153.3673184	233	716	5.335353616	109811	187285	5804	109	100	90	79	67	57	44	31	19	46	80	6	6um
625	840	656	0.952743902	97.59797975	0	40.4128	40.1136	0.332474923	28.20947918	31.04834939	29.11533404	27.45902371	-1.250680596	154.5024	248	625	5.300601572	96564	181424	5775	114	103	92	82	71	62	48	32	21	47	80	6	6um
626	900	661	0.947049924	96.32590181	1	40.34345048	40.10223642	0.196685233	28.23203774	30.8058436	28.58251394	28.02420268	-0.615681162	124.6821086	202	626	5.213572339	78051	141025	5774	117	104	92	82	70	58	46	34	23	48	80	6	6um
776	1056	823	0.942891859	111.1543289	1	39.89561856	40.33376289	0.340198861	31.43300633	34.17601498	32.46357494	30.52723684	0.983780524	140.2525773	214	776	5.350175027	108836	180094	5755	115	105	93	83	73	60	48	37	31	49	80	6	6um
646	899	682	0.947214076	98.32590181	1	40.05882353	39.73529412	0.358471503	28.67948301	31.78049716	29.76259503	27.7845929	-1.327401773	149.3328173	230	646	5.050669416	96469	163822	5754	119	106	92	82	74	63	49	36	25	50	80	6	6um
731	960	759	0.963109354	101.4974747	1	40.49521204	39.72366621	0.310791624	30.50800071	33.24154028	31.32004067	29.76901189	1.135197887	141.9138167	218	731	5.27909268	103739	173748	5791	112	101	90	80	68	57	47	35	19	51	80	6	6um
775	1122	847	0.914994097	117.0832611	1	40.03225806	39.66709677	0.420864783	31.41274657	35.35533906	33.09161219	30.01817524	-0.58785434	102.8967742	168	775	5.434396085	79745	144872	5762	119	103	91	82	72	59	50	38	24	52	80	6	6um
623	900	654	0.952599388	95.91168825	1	40.14927769	40.28089888	0.279649548	28.16430784	30.8058436	28.86072592	27.70924489	-0.917577389	117.8282504	189	623	5.046096817	73407	122226	5777	117	104	92	83	74	61	47	30	15	53	80	6	6um
769	992	806	0.954094293	107.4974747	1	39.79583875	40.0390117	0.313970162	31.29091258	33.61547263	32.15748395	30.53137164	1.216788146	139.0026008	206	769	5.466976519	106893	180022	5758	112	102	94	85	73	62	49	37	28	54	80	6	6um
647	870	684	0.945906433	98.70458146	1	40.04327666	39.56414219	0.276696557	28.70167217	31.06444913	29.33668876	28.19130649	-1.184029712	126.6429675	203	647	4.972681527	81938	129909	5753	119	103	92	82	72	62	51	38	28	55	80	6	6um
601	899	639	0.940532081	95.49747468	1	40.08652246	39.5890183	0.271032296	27.66255531	31.40063694	28.29267733	27.23368961	-1.479455016	126.5923461	204	601	4.857745086	76082	120675	5799	114	103	90	82	69	55	42	29	17	56	80	6	6um
665	992	712	0.933988764	101.7401154	1	40.40902256	39.51278195	0.34480204	29.09818374	32.55764119	30.14918246	28.30029665	-1.059581209	141.0270677	234	665	5.375081787	93783	170995	5735	121	108	99	87	75	62	52	37	24	57	80	6	6um
718	1056	784	0.915816327	111.8111832	1	39.62116992	40.16155989	0.427103191	30.23550881	33.95585369	31.90535021	28.84890982	-1.175898992	150.7618384	237	719	5.761693941	108337	205832	5681	135	111	99	88	80	69	58	40	39	58	80	6	6um
685	992	717	0.955369596	100.1543289	1	40.29489051	40.00291971	0.431614714	29.53250901	32.57299495	31.14203239	28.09192123	-0.701065597	121.4948905	198	685	5.201107715	83224	150029	5715	123	106	98	89	77	64	51	41	36	59	80	6	6um
706	992	735	0.960544218	102.9116882	1	39.92492918	39.92351275	0.42054214	29.98177978	32.89376841	31.53709388	28.61275399	-1.110048561	139.3413598	237	706	5.585114931	98375	182656	5694	122	108	100	91	80	65	54	44	42	60	80	6	6um
740	1024	777	0.952380952	104.3259018	1	40.34054054	39.65135135	0.446288289	30.69523193	33.83784863	32.51385647	29.09630052	-0.851095135	116.05	189	740	5.382099717	85877	159545	5660	126	115	103	92	81	71	60	45	47	61	80	6	6um
734	1024	780	0.941025641	104.0832611	1	40.48773842	40.16485014	0.435887741	30.57053853	33.61547263	32.31306076	29.08178838	-0.763396588	110.3773842	177	734	5.371453843	81017	155225	5666	125	113	100	91	81	69	57	46	52	62	80	6	6um
744	1024	779	0.955070603	103.4974747	1	39.91666667	39.8938172	0.519896653	30.77808021	34.13209633	33.36487802	28.50125197	-0.822446454	113.6639785	189	744	5.435570597	84566	161232	5656	124	113	104	96	85	72	57	45	48	63	80	6	6um
636	899	667	0.953523238	98.08326112	1	40.3254717	39.57389937	0.319729873	28.45663983	31.40063694	29.3248052	27.78550916	-1.216207494	147.9622642	241	636	5.30255503	94104	172618	5764	118	106	93	82	73	62	49	32	21	64	80	6	6um
